id,customer_id,created_by_user_id,assigned_to,file_number,docket_date,file_type,file_status,reference_dealer_id,reference_broker_id,remarks,created_at,updated_at,is_deleted,id_customer,full_name,email,mobile_1,mobile_2,address,city,state,pincode,date_of_birth,aadhar_number,pan_number,customer_type,created_by,created_at_customer,id_finance,file_id,lan_number,loan_amount,no_of_months,emi_amount,bank_id,area,fc_sc_gst_amount,gap_interest,old_loan_amount,irr_percentage,ls_amount,disbursement_amount,rto_hold_amount,total_amount,company_bank_id,id_payment_in,file_id_payment_in,payment_amount,paid_amount,remaining_amount,round_up,payment_mode,payment_date,payment_from,cheque_bank_name,branch_name,cheque_no,cheque_date,cheque_amount,utr_no,company_bank_id_payment_in,remarks_payment_in,id_payment_out,file_id_payment_out,amount,payment_mode_payment_out,payment_date_payment_out,payment_to,payee_dealer_id,payee_broker_id,bank_account_no,ifsc_code,cheque_bank_name_payment_out,branch_name_payment_out,cheque_no_payment_out,cheque_date_payment_out,cheque_amount_payment_out,utr_no_payment_out,remarks_payment_out,company_bank_id_payment_out,status,id_advances,dealer_id,broker_id,advance_date,amount_advances,payment_mode_advances,utr_cheque_number,purpose,file_id_advances,recovery_status,amount_recovered,remarks_advances,created_by_advances,created_at_advances,updated_at_advances,is_deleted_advances,deleted_at,ml_recommendation
1090,109,107,211,FN-2025-00109,1693180800.0,Renewal,Draft,516,606.0,Follow up pending,1692939600.0,1693717200.0,0,109,Meena Desai,meena.desai109@autonidhimock.com,9704006325,8895913682.0,"17, Station Road",Mumbai,Maharashtra,400001,940982400.0,784158363497,FFOGO6530G,business,108,1692853200.0,109,1090,LAN535762,1200000,48,33910,4,Approved Area,12000,2480,200000,15.84,799,1184721,5000,1202480,2,308,1090,33910,33910,0,0,Cheque,1698105600.0,Bank,State Bank of India,Main Branch,546087.0,1698105600.0,33910,Missing,2,Clear on-time,109,1090,1184721,Cash,1693353600.0,Customer,516,606,1630802706,BANK0006771,Punjab National Bank,Corporate Branch,697641.0,1693353600.0,1184721,Missing,Full loan disbursement,2,completed,109,516,606.0,1694217600.0,20000,imps,ADV627831,Emergency inventory pooling,1090,Fully Recovered,20000,Profile performance leads to: Fully Recovered,107,1691618400.0,1691704800.0,0,0.0,High Risk / Likely Rejected
1100,110,102,203,FN-2024-00110,1704240000.0,Used Vehicle,Cancelled,515,615.0,Documents complete,1703908800.0,1704686400.0,0,110,Aarti Nair,aarti.nair110@autonidhimock.com,9281747678,8578100665.0,"501, Link Road",Bhopal,Madhya Pradesh,462001,925171200.0,196295841554,VBVBA3252V,individual,102,1703822400.0,110,1100,LAN668663,300000,36,9684,3,Approved Area,3000,4494,100000,10.03,27,292479,0,304494,1,309,1100,9684,9684,0,0,DD,1706486400.0,Other,Missing,Missing,539832.0,1675382400.0,0,UTRIN4803548,1,Clear on-time,110,1100,292479,Cash,1704326400.0,Broker,515,615,6881694353,BANK0007554,Missing,Missing,622420.0,1673308800.0,0,UTROUT7897346,Full loan disbursement,1,completed,110,515,615.0,1672617600.0,150000,cheque,ADV956798,Emergency inventory pooling,1100,Fully Recovered,150000,Profile performance leads to: Fully Recovered,102,1672700400.0,1733166000.0,0,0.0,Likely Approved
1100,110,102,203,FN-2024-00110,1704240000.0,Used Vehicle,Cancelled,515,615.0,Documents complete,1703908800.0,1704686400.0,0,110,Aarti Nair,aarti.nair110@autonidhimock.com,9281747678,8578100665.0,"501, Link Road",Bhopal,Madhya Pradesh,462001,925171200.0,196295841554,VBVBA3252V,individual,102,1703822400.0,110,1100,LAN668663,300000,36,9684,3,Approved Area,3000,4494,100000,10.03,27,292479,0,304494,1,310,1100,9684,9684,0,0,Cash,1709078400.0,Insurer,Missing,Missing,539832.0,1675382400.0,0,Missing,1,Clear on-time,110,1100,292479,Cash,1704326400.0,Broker,515,615,6881694353,BANK0007554,Missing,Missing,622420.0,1673308800.0,0,UTROUT7897346,Full loan disbursement,1,completed,110,515,615.0,1672617600.0,150000,cheque,ADV956798,Emergency inventory pooling,1100,Fully Recovered,150000,Profile performance leads to: Fully Recovered,102,1672700400.0,1733166000.0,0,0.0,Likely Approved
1110,111,110,205,FN-2024-00111,1677369600.0,Used Vehicle,Sanctioned,516,619.0,Follow up pending,1677294000.0,1678071600.0,0,111,Rajesh Mehta,rajesh.mehta111@autonidhimock.com,9643026584,8578100665.0,"633, Ring Road",Rajkot,Gujarat,360001,841708800.0,899312571108,NKASN5697A,individual,103,1677207600.0,111,1110,LAN916489,1500000,60,36684,2,Approved Area,15000,2382,0,16.26,994,1481624,10000,1502382,3,311,1110,36684,36684,0,0,Cash,1679875200.0,Insurer,Missing,Missing,539832.0,1675382400.0,0,UTRIN9876600,3,Clear on-time,111,1110,1481624,UPI,1677715200.0,Broker,516,619,5126304863,BANK0004781,Missing,Missing,622420.0,1673308800.0,0,UTROUT8178761,Full loan disbursement,3,completed,111,516,619.0,1701561600.0,20000,imps,ADV314531,Dealer commission advance,1110,Fully Recovered,20000,Profile performance leads to: Fully Recovered,110,1699041600.0,1696449600.0,0,0.0,High Risk / Likely Rejected
1110,111,110,205,FN-2024-00111,1677369600.0,Used Vehicle,Sanctioned,516,619.0,Follow up pending,1677294000.0,1678071600.0,0,111,Rajesh Mehta,rajesh.mehta111@autonidhimock.com,9643026584,8578100665.0,"633, Ring Road",Rajkot,Gujarat,360001,841708800.0,899312571108,NKASN5697A,individual,103,1677207600.0,111,1110,LAN916489,1500000,60,36684,2,Approved Area,15000,2382,0,16.26,994,1481624,10000,1502382,3,312,1110,36684,36684,0,0,Cash,1682467200.0,Customer,Missing,Missing,539832.0,1675382400.0,0,Missing,3,Clear on-time,111,1110,1481624,UPI,1677715200.0,Broker,516,619,5126304863,BANK0004781,Missing,Missing,622420.0,1673308800.0,0,UTROUT8178761,Full loan disbursement,3,completed,111,516,619.0,1701561600.0,20000,imps,ADV314531,Dealer commission advance,1110,Fully Recovered,20000,Profile performance leads to: Fully Recovered,110,1699041600.0,1696449600.0,0,0.0,High Risk / Likely Rejected
1120,112,110,209,FN-2025-00112,1690675200.0,Renewal,Disbursed,513,606.0,Documents complete,1690545600.0,1690632000.0,0,112,Ramesh Patel,ramesh.patel112@autonidhimock.com,9358738317,8578100665.0,"259, Station Road",Bhopal,Madhya Pradesh,462001,536112000.0,750222947112,YLGSH2320Q,individual,102,1690459200.0,112,1120,LAN587899,300000,36,10089,10,Central Area,3000,1341,100000,12.87,2918,292741,0,301341,2,313,1120,10089,10089,0,0,Cash,1693094400.0,Other,State Bank of India,Main Branch,308099.0,1693094400.0,10089,Missing,2,Clear on-time,112,1120,292741,DD,1690934400.0,Dealer,513,606,8760134803,BANK0009666,Missing,Missing,622420.0,1673308800.0,0,UTROUT7840953,Full loan disbursement,2,completed,112,513,606.0,1701993600.0,20000,neft,ADV808517,Insurance premium advance,1120,Fully Recovered,20000,Profile performance leads to: Fully Recovered,110,1699473600.0,1696881600.0,0,0.0,Likely Approved
1120,112,110,209,FN-2025-00112,1690675200.0,Renewal,Disbursed,513,606.0,Documents complete,1690545600.0,1690632000.0,0,112,Ramesh Patel,ramesh.patel112@autonidhimock.com,9358738317,8578100665.0,"259, Station Road",Bhopal,Madhya Pradesh,462001,536112000.0,750222947112,YLGSH2320Q,individual,102,1690459200.0,112,1120,LAN587899,300000,36,10089,10,Central Area,3000,1341,100000,12.87,2918,292741,0,301341,2,314,1120,10089,10089,0,0,RTGS,1695686400.0,Bank,Axis Bank,Main Branch,752669.0,1695686400.0,10089,Missing,2,Clear on-time,112,1120,292741,DD,1690934400.0,Dealer,513,606,8760134803,BANK0009666,Missing,Missing,622420.0,1673308800.0,0,UTROUT7840953,Full loan disbursement,2,completed,112,513,606.0,1701993600.0,20000,neft,ADV808517,Insurance premium advance,1120,Fully Recovered,20000,Profile performance leads to: Fully Recovered,110,1699473600.0,1696881600.0,0,0.0,Likely Approved
1130,113,104,207,FN-2026-00113,1674777600.0,New Vehicle,Cancelled,504,606.0,Clean profile,1674612000.0,1675044000.0,0,113,Anil Yadav,anil.yadav113@autonidhimock.com,9611106584,8578100665.0,"720, Link Road",Rajkot,Gujarat,360001,274752000.0,918981096427,OWCNB4463X,individual,105,1674525600.0,113,1130,LAN284967,800000,72,16981,9,Rejected Area,8000,3970,100000,15.15,149,787881,10000,803970,1,315,1130,16981,0,16981,0,RTGS,1677196800.0,Insurer,Missing,Missing,539832.0,1675382400.0,0,Missing,1,Delayed/Partial,113,1130,787881,Cash,1675036800.0,Broker,504,606,5850511723,BANK0006085,Missing,Missing,622420.0,1673308800.0,0,UTROUT9130270,Full loan disbursement,1,pending,113,504,606.0,1693612800.0,50000,cash,ADV928357,Insurance premium advance,1130,Not Recovered,0,Profile performance leads to: Not Recovered,104,1691013600.0,1696370400.0,0,0.0,Needs Manual Review
1130,113,104,207,FN-2026-00113,1674777600.0,New Vehicle,Cancelled,504,606.0,Clean profile,1674612000.0,1675044000.0,0,113,Anil Yadav,anil.yadav113@autonidhimock.com,9611106584,8578100665.0,"720, Link Road",Rajkot,Gujarat,360001,274752000.0,918981096427,OWCNB4463X,individual,105,1674525600.0,113,1130,LAN284967,800000,72,16981,9,Rejected Area,8000,3970,100000,15.15,149,787881,10000,803970,1,316,1130,16981,9456,7525,0,RTGS,1679788800.0,Bank,Missing,Missing,539832.0,1675382400.0,0,UTRIN7555955,1,Delayed/Partial,113,1130,787881,Cash,1675036800.0,Broker,504,606,5850511723,BANK0006085,Missing,Missing,622420.0,1673308800.0,0,UTROUT9130270,Full loan disbursement,1,pending,113,504,606.0,1693612800.0,50000,cash,ADV928357,Insurance premium advance,1130,Not Recovered,0,Profile performance leads to: Not Recovered,104,1691013600.0,1696370400.0,0,0.0,Needs Manual Review
1130,113,104,207,FN-2026-00113,1674777600.0,New Vehicle,Cancelled,504,606.0,Clean profile,1674612000.0,1675044000.0,0,113,Anil Yadav,anil.yadav113@autonidhimock.com,9611106584,8578100665.0,"720, Link Road",Rajkot,Gujarat,360001,274752000.0,918981096427,OWCNB4463X,individual,105,1674525600.0,113,1130,LAN284967,800000,72,16981,9,Rejected Area,8000,3970,100000,15.15,149,787881,10000,803970,1,317,1130,16981,0,16981,0,NEFT,1682380800.0,Bank,Missing,Missing,539832.0,1675382400.0,0,Missing,1,Delayed/Partial,113,1130,787881,Cash,1675036800.0,Broker,504,606,5850511723,BANK0006085,Missing,Missing,622420.0,1673308800.0,0,UTROUT9130270,Full loan disbursement,1,pending,113,504,606.0,1693612800.0,50000,cash,ADV928357,Insurance premium advance,1130,Not Recovered,0,Profile performance leads to: Not Recovered,104,1691013600.0,1696370400.0,0,0.0,Needs Manual Review
1140,114,105,208,FN-2025-00114,1694822400.0,Used Vehicle,Draft,510,609.0,Follow up pending,1694818800.0,1694991600.0,0,114,Pooja Gupta,pooja.gupta114@autonidhimock.com,9683074772,8135328023.0,"952, Station Road",Mumbai,Maharashtra,400001,179884800.0,439433627525,YHOOW9856I,individual,102,1694732400.0,114,1140,LAN166514,300000,48,7683,3,Pending Area,3000,3824,100000,10.52,4381,288795,0,303824,2,318,1140,7683,4222,3461,0,UPI,1697328000.0,Bank,Missing,Missing,539832.0,1675382400.0,0,Missing,2,Delayed/Partial,114,1140,288795,DD,1695168000.0,Customer,510,609,2101969620,BANK0009592,Axis Bank,Corporate Branch,293482.0,1695168000.0,288795,Missing,Full loan disbursement,2,completed,114,510,609.0,1672617600.0,50000,rtgs,ADV666500,Insurance premium advance,1140,Partially Recovered,23109,Profile performance leads to: Partially Recovered,105,1672700400.0,1672866000.0,0,0.0,Likely Approved
1140,114,105,208,FN-2025-00114,1694822400.0,Used Vehicle,Draft,510,609.0,Follow up pending,1694818800.0,1694991600.0,0,114,Pooja Gupta,pooja.gupta114@autonidhimock.com,9683074772,8135328023.0,"952, Station Road",Mumbai,Maharashtra,400001,179884800.0,439433627525,YHOOW9856I,individual,102,1694732400.0,114,1140,LAN166514,300000,48,7683,3,Pending Area,3000,3824,100000,10.52,4381,288795,0,303824,2,319,1140,7683,5920,1763,0,NEFT,1699920000.0,Other,Missing,Missing,539832.0,1675382400.0,0,UTRIN9130904,2,Delayed/Partial,114,1140,288795,DD,1695168000.0,Customer,510,609,2101969620,BANK0009592,Axis Bank,Corporate Branch,293482.0,1695168000.0,288795,Missing,Full loan disbursement,2,completed,114,510,609.0,1672617600.0,50000,rtgs,ADV666500,Insurance premium advance,1140,Partially Recovered,23109,Profile performance leads to: Partially Recovered,105,1672700400.0,1672866000.0,0,0.0,Likely Approved
1150,115,104,211,FN-2025-00115,1700006400.0,Used Vehicle,Disbursed,507,617.0,Documents complete,1699952400.0,1700038800.0,0,115,Sneha Desai,sneha.desai115@autonidhimock.com,9204889313,8578100665.0,"349, Ring Road",Ahmedabad,Gujarat,380001,1026691200.0,749963471485,QULFO7150L,business,102,1699866000.0,115,1150,LAN894101,500000,60,10552,14,Central Area,5000,4099,0,9.71,3542,487359,0,504099,3,320,1150,10552,10552,0,0,DD,1702512000.0,Bank,Punjab National Bank,Main Branch,491673.0,1702512000.0,10552,Missing,3,Clear on-time,115,1150,487359,Cheque,1700352000.0,Dealer,507,617,1553238473,BANK0007288,Missing,Missing,622420.0,1673308800.0,0,UTROUT7995308,Full loan disbursement,3,completed,115,507,617.0,1672617600.0,50000,imps,ADV316893,RTO tax clearance advance,1150,Fully Recovered,50000,Profile performance leads to: Fully Recovered,104,1672700400.0,1672866000.0,0,0.0,Likely Approved
1150,115,104,211,FN-2025-00115,1700006400.0,Used Vehicle,Disbursed,507,617.0,Documents complete,1699952400.0,1700038800.0,0,115,Sneha Desai,sneha.desai115@autonidhimock.com,9204889313,8578100665.0,"349, Ring Road",Ahmedabad,Gujarat,380001,1026691200.0,749963471485,QULFO7150L,business,102,1699866000.0,115,1150,LAN894101,500000,60,10552,14,Central Area,5000,4099,0,9.71,3542,487359,0,504099,3,321,1150,10552,10552,0,0,Cheque,1705104000.0,Insurer,Missing,Missing,539832.0,1675382400.0,0,UTRIN4577047,3,Clear on-time,115,1150,487359,Cheque,1700352000.0,Dealer,507,617,1553238473,BANK0007288,Missing,Missing,622420.0,1673308800.0,0,UTROUT7995308,Full loan disbursement,3,completed,115,507,617.0,1672617600.0,50000,imps,ADV316893,RTO tax clearance advance,1150,Fully Recovered,50000,Profile performance leads to: Fully Recovered,104,1672700400.0,1672866000.0,0,0.0,Likely Approved
1160,116,110,215,FN-2024-00116,1692748800.0,New Vehicle,Sanctioned,501,601.0,High DTI ratio,1692464400.0,1692810000.0,0,116,Swati Joshi,swati.joshi116@autonidhimock.com,9865694462,8578100665.0,"158, Palace Road",Nagpur,Maharashtra,440001,1055030400.0,352773836188,JCYLT2674D,business,107,1692378000.0,116,1160,LAN913550,300000,72,5708,4,Rejected Area,3000,2980,100000,10.99,4803,289217,10000,302980,3,322,1160,5708,0,5708,0,UPI,1694995200.0,Bank,HDFC Bank,Main Branch,771022.0,1694995200.0,0,Missing,3,Delayed/Partial,116,1160,289217,Cash,1692835200.0,Other,501,601,7800680768,BANK0003898,Missing,Missing,622420.0,1673308800.0,0,UTROUT4173306,Full loan disbursement,3,completed,116,501,601.0,1678320000.0,20000,imps,ADV771209,Bridge financing for trade-in,1160,Not Recovered,0,Profile performance leads to: Not Recovered,110,1675976400.0,1676062800.0,0,0.0,Likely Approved
1160,116,110,215,FN-2024-00116,1692748800.0,New Vehicle,Sanctioned,501,601.0,High DTI ratio,1692464400.0,1692810000.0,0,116,Swati Joshi,swati.joshi116@autonidhimock.com,9865694462,8578100665.0,"158, Palace Road",Nagpur,Maharashtra,440001,1055030400.0,352773836188,JCYLT2674D,business,107,1692378000.0,116,1160,LAN913550,300000,72,5708,4,Rejected Area,3000,2980,100000,10.99,4803,289217,10000,302980,3,323,1160,5708,0,5708,0,UPI,1697587200.0,Insurer,Punjab National Bank,Main Branch,745868.0,1697587200.0,0,Missing,3,Delayed/Partial,116,1160,289217,Cash,1692835200.0,Other,501,601,7800680768,BANK0003898,Missing,Missing,622420.0,1673308800.0,0,UTROUT4173306,Full loan disbursement,3,completed,116,501,601.0,1678320000.0,20000,imps,ADV771209,Bridge financing for trade-in,1160,Not Recovered,0,Profile performance leads to: Not Recovered,110,1675976400.0,1676062800.0,0,0.0,Likely Approved
1170,117,105,210,FN-2025-00117,1680307200.0,Renewal,Draft,515,611.0,Clean profile,1680062400.0,1680235200.0,0,117,Gita Kulkarni,gita.kulkarni117@autonidhimock.com,9538134097,8578100665.0,"363, Ring Road",Ahmedabad,Gujarat,380001,289440000.0,631573111202,HKCXX4977O,individual,107,1679976000.0,117,1170,LAN170150,800000,48,22402,15,Pending Area,8000,3024,0,15.34,4566,784410,5000,803024,2,324,1170,22402,17742,4660,0,RTGS,1682640000.0,Insurer,Missing,Missing,539832.0,1675382400.0,0,UTRIN3924375,2,Delayed/Partial,117,1170,784410,RTGS,1680480000.0,Broker,515,0,3354336159,BANK0004528,Missing,Missing,622420.0,1673308800.0,0,UTROUT6379048,Full loan disbursement,2,completed,117,515,611.0,1672617600.0,20000,cash,ADV399934,RTO tax clearance advance,1170,Partially Recovered,13013,Profile performance leads to: Partially Recovered,105,1701716400.0,1701802800.0,0,0.0,Needs Manual Review
1170,117,105,210,FN-2025-00117,1680307200.0,Renewal,Draft,515,611.0,Clean profile,1680062400.0,1680235200.0,0,117,Gita Kulkarni,gita.kulkarni117@autonidhimock.com,9538134097,8578100665.0,"363, Ring Road",Ahmedabad,Gujarat,380001,289440000.0,631573111202,HKCXX4977O,individual,107,1679976000.0,117,1170,LAN170150,800000,48,22402,15,Pending Area,8000,3024,0,15.34,4566,784410,5000,803024,2,325,1170,22402,21397,1005,0,UPI,1685232000.0,Other,Missing,Missing,539832.0,1675382400.0,0,UTRIN7100037,2,Delayed/Partial,117,1170,784410,RTGS,1680480000.0,Broker,515,0,3354336159,BANK0004528,Missing,Missing,622420.0,1673308800.0,0,UTROUT6379048,Full loan disbursement,2,completed,117,515,611.0,1672617600.0,20000,cash,ADV399934,RTO tax clearance advance,1170,Partially Recovered,13013,Profile performance leads to: Partially Recovered,105,1701716400.0,1701802800.0,0,0.0,Needs Manual Review
1180,118,108,215,FN-2025-00118,1673136000.0,New Vehicle,Disbursed,503,609.0,Clean profile,1672920000.0,1673438400.0,0,118,Deepak Shah,deepak.shah118@autonidhimock.com,9388199600,8578100665.0,"172, Palace Road",Ahmedabad,Gujarat,380001,548380800.0,789959118933,UJYSM4203L,business,105,1672833600.0,118,1180,LAN437865,500000,60,10843,1,Central Area,5000,1770,100000,10.89,30,493200,10000,501770,2,326,1180,10843,10843,0,0,Cheque,1675468800.0,Bank,Missing,Missing,539832.0,1675382400.0,0,Missing,2,Clear on-time,118,1180,493200,DD,1673308800.0,Other,503,609,7505878523,BANK0009117,Axis Bank,Corporate Branch,740590.0,1673308800.0,493200,Missing,Full loan disbursement,2,pending,118,503,609.0,1672617600.0,150000,cheque,ADV125193,Insurance premium advance,1180,Partially Recovered,104122,Profile performance leads to: Partially Recovered,108,1672700400.0,1672866000.0,0,0.0,Likely Approved
1180,118,108,215,FN-2025-00118,1673136000.0,New Vehicle,Disbursed,503,609.0,Clean profile,1672920000.0,1673438400.0,0,118,Deepak Shah,deepak.shah118@autonidhimock.com,9388199600,8578100665.0,"172, Palace Road",Ahmedabad,Gujarat,380001,548380800.0,789959118933,UJYSM4203L,business,105,1672833600.0,118,1180,LAN437865,500000,60,10843,1,Central Area,5000,1770,100000,10.89,30,493200,10000,501770,2,327,1180,10843,10843,0,0,DD,1678060800.0,Bank,Missing,Missing,539832.0,1675382400.0,0,UTRIN4783293,2,Clear on-time,118,1180,493200,DD,1673308800.0,Other,503,609,7505878523,BANK0009117,Axis Bank,Corporate Branch,740590.0,1673308800.0,493200,Missing,Full loan disbursement,2,pending,118,503,609.0,1672617600.0,150000,cheque,ADV125193,Insurance premium advance,1180,Partially Recovered,104122,Profile performance leads to: Partially Recovered,108,1672700400.0,1672866000.0,0,0.0,Likely Approved
1180,118,108,215,FN-2025-00118,1673136000.0,New Vehicle,Disbursed,503,609.0,Clean profile,1672920000.0,1673438400.0,0,118,Deepak Shah,deepak.shah118@autonidhimock.com,9388199600,8578100665.0,"172, Palace Road",Ahmedabad,Gujarat,380001,548380800.0,789959118933,UJYSM4203L,business,105,1672833600.0,118,1180,LAN437865,500000,60,10843,1,Central Area,5000,1770,100000,10.89,30,493200,10000,501770,2,328,1180,10843,10079,764,0,RTGS,1680652800.0,Other,Axis Bank,Main Branch,547554.0,1680652800.0,10079,Missing,2,Delayed/Partial,118,1180,493200,DD,1673308800.0,Other,503,609,7505878523,BANK0009117,Axis Bank,Corporate Branch,740590.0,1673308800.0,493200,Missing,Full loan disbursement,2,pending,118,503,609.0,1672617600.0,150000,cheque,ADV125193,Insurance premium advance,1180,Partially Recovered,104122,Profile performance leads to: Partially Recovered,108,1672700400.0,1672866000.0,0,0.0,Likely Approved
1190,119,102,212,FN-2024-00119,1683331200.0,New Vehicle,Disbursed,506,609.0,Requires physical verification,1683367200.0,1684144800.0,0,119,Rohan Das,rohan.das119@autonidhimock.com,9507903732,8453842723.0,"343, Palace Road",Indore,Madhya Pradesh,452001,1079308800.0,323059226253,PSMEK6228H,business,110,1683280800.0,119,1190,LAN117953,500000,60,11644,7,Rejected Area,5000,1030,100000,14.04,2581,491389,5000,501030,1,329,1190,11644,2489,9155,0,Cheque,1685923200.0,Other,Missing,Missing,539832.0,1675382400.0,0,UTRIN1583149,1,Delayed/Partial,119,1190,491389,DD,1683763200.0,Other,506,609,8649289318,BANK0001202,Missing,Missing,622420.0,1673308800.0,0,UTROUT6051751,Full loan disbursement,1,completed,119,506,609.0,1672617600.0,20000,imps,ADV695863,Bridge financing for trade-in,1190,Not Recovered,0,Profile performance leads to: Not Recovered,102,1672700400.0,1672866000.0,0,0.0,Likely Approved
1190,119,102,212,FN-2024-00119,1683331200.0,New Vehicle,Disbursed,506,609.0,Requires physical verification,1683367200.0,1684144800.0,0,119,Rohan Das,rohan.das119@autonidhimock.com,9507903732,8453842723.0,"343, Palace Road",Indore,Madhya Pradesh,452001,1079308800.0,323059226253,PSMEK6228H,business,110,1683280800.0,119,1190,LAN117953,500000,60,11644,7,Rejected Area,5000,1030,100000,14.04,2581,491389,5000,501030,1,330,1190,11644,0,11644,0,DD,1688515200.0,Bank,Missing,Missing,539832.0,1675382400.0,0,UTRIN2537431,1,Delayed/Partial,119,1190,491389,DD,1683763200.0,Other,506,609,8649289318,BANK0001202,Missing,Missing,622420.0,1673308800.0,0,UTROUT6051751,Full loan disbursement,1,completed,119,506,609.0,1672617600.0,20000,imps,ADV695863,Bridge financing for trade-in,1190,Not Recovered,0,Profile performance leads to: Not Recovered,102,1672700400.0,1672866000.0,0,0.0,Likely Approved
1200,120,102,212,FN-2026-00120,1678924800.0,Used Vehicle,Sanctioned,514,611.0,Follow up pending,1678824000.0,1679342400.0,0,120,Anil Gupta,anil.gupta120@autonidhimock.com,9976704309,8491932454.0,"955, Ring Road",Ahmedabad,Gujarat,380001,440553600.0,993939471440,YMSLH2133V,business,108,1678737600.0,120,1200,LAN240592,500000,36,17006,9,Approved Area,5000,3428,0,13.66,1112,490460,5000,503428,2,331,1200,17006,15378,1628,0,NEFT,1681344000.0,Insurer,Missing,Missing,539832.0,1675382400.0,0,UTRIN1764398,2,Delayed/Partial,120,1200,490460,DD,1679184000.0,Other,514,0,3255681903,BANK0001800,Missing,Missing,622420.0,1673308800.0,0,UTROUT9778800,Full loan disbursement,2,pending,120,514,611.0,1672617600.0,50000,cash,ADV296919,Dealer commission advance,1200,Partially Recovered,20231,Profile performance leads to: Partially Recovered,102,1672700400.0,1672866000.0,0,0.0,Needs Manual Review
1200,120,102,212,FN-2026-00120,1678924800.0,Used Vehicle,Sanctioned,514,611.0,Follow up pending,1678824000.0,1679342400.0,0,120,Anil Gupta,anil.gupta120@autonidhimock.com,9976704309,8491932454.0,"955, Ring Road",Ahmedabad,Gujarat,380001,440553600.0,993939471440,YMSLH2133V,business,108,1678737600.0,120,1200,LAN240592,500000,36,17006,9,Approved Area,5000,3428,0,13.66,1112,490460,5000,503428,2,332,1200,17006,17006,0,0,Cash,1683936000.0,Customer,Axis Bank,Main Branch,736626.0,1683936000.0,17006,Missing,2,Clear on-time,120,1200,490460,DD,1679184000.0,Other,514,0,3255681903,BANK0001800,Missing,Missing,622420.0,1673308800.0,0,UTROUT9778800,Full loan disbursement,2,pending,120,514,611.0,1672617600.0,50000,cash,ADV296919,Dealer commission advance,1200,Partially Recovered,20231,Profile performance leads to: Partially Recovered,102,1672700400.0,1672866000.0,0,0.0,Needs Manual Review
1210,121,104,214,FN-2026-00121,1683590400.0,New Vehicle,Completed,508,611.0,Requires physical verification,1683666000.0,1684011600.0,0,121,Jyoti Joshi,jyoti.joshi121@autonidhimock.com,9371314895,8867979226.0,"809, Palace Road",Jodhpur,Rajasthan,342001,262396800.0,835788517566,NYWKA6890S,business,102,1683579600.0,121,1210,LAN680476,500000,60,10707,13,Central Area,5000,4421,0,10.34,2597,487982,0,504421,2,333,1210,10707,10707,0,0,UPI,1686182400.0,Other,Missing,Missing,539832.0,1675382400.0,0,UTRIN9483674,2,Clear on-time,121,1210,487982,NEFT,1684022400.0,Customer,508,0,4492231351,BANK0002567,Missing,Missing,622420.0,1673308800.0,0,UTROUT6492367,Full loan disbursement,2,completed,121,508,611.0,1672617600.0,80000,cheque,ADV691318,Dealer commission advance,1210,Partially Recovered,35974,Profile performance leads to: Partially Recovered,104,1672700400.0,1672866000.0,0,0.0,Likely Approved
1210,121,104,214,FN-2026-00121,1683590400.0,New Vehicle,Completed,508,611.0,Requires physical verification,1683666000.0,1684011600.0,0,121,Jyoti Joshi,jyoti.joshi121@autonidhimock.com,9371314895,8867979226.0,"809, Palace Road",Jodhpur,Rajasthan,342001,262396800.0,835788517566,NYWKA6890S,business,102,1683579600.0,121,1210,LAN680476,500000,60,10707,13,Central Area,5000,4421,0,10.34,2597,487982,0,504421,2,334,1210,10707,6402,4305,0,NEFT,1688774400.0,Other,HDFC Bank,Main Branch,499646.0,1688774400.0,6402,Missing,2,Delayed/Partial,121,1210,487982,NEFT,1684022400.0,Customer,508,0,4492231351,BANK0002567,Missing,Missing,622420.0,1673308800.0,0,UTROUT6492367,Full loan disbursement,2,completed,121,508,611.0,1672617600.0,80000,cheque,ADV691318,Dealer commission advance,1210,Partially Recovered,35974,Profile performance leads to: Partially Recovered,104,1672700400.0,1672866000.0,0,0.0,Likely Approved
1210,121,104,214,FN-2026-00121,1683590400.0,New Vehicle,Completed,508,611.0,Requires physical verification,1683666000.0,1684011600.0,0,121,Jyoti Joshi,jyoti.joshi121@autonidhimock.com,9371314895,8867979226.0,"809, Palace Road",Jodhpur,Rajasthan,342001,262396800.0,835788517566,NYWKA6890S,business,102,1683579600.0,121,1210,LAN680476,500000,60,10707,13,Central Area,5000,4421,0,10.34,2597,487982,0,504421,2,335,1210,10707,9549,1158,0,UPI,1691366400.0,Bank,Missing,Missing,539832.0,1675382400.0,0,UTRIN1237556,2,Delayed/Partial,121,1210,487982,NEFT,1684022400.0,Customer,508,0,4492231351,BANK0002567,Missing,Missing,622420.0,1673308800.0,0,UTROUT6492367,Full loan disbursement,2,completed,121,508,611.0,1672617600.0,80000,cheque,ADV691318,Dealer commission advance,1210,Partially Recovered,35974,Profile performance leads to: Partially Recovered,104,1672700400.0,1672866000.0,0,0.0,Likely Approved
