id,customer_id,assigned_to,file_number,docket_date,file_type,file_status,reference_dealer_id,reference_broker_id,created_at,updated_at,id_customer,city,state,pincode,customer_type,created_at_customer,id_finance,file_id,lan_number,loan_amount,no_of_months,emi_amount,bank_id,area,fc_sc_gst_amount,gap_interest,old_loan_amount,irr_percentage,ls_amount,disbursement_amount,rto_hold_amount,total_amount,company_bank_id,id_payment_in,file_id_payment_in,payment_amount,paid_amount,remaining_amount,round_up,payment_mode,payment_date,payment_from,cheque_bank_name,branch_name,cheque_amount,utr_no,company_bank_id_payment_in,id_payment_out,file_id_payment_out,amount,payment_mode_payment_out,payment_date_payment_out,payment_to,payee_dealer_id,payee_broker_id,bank_account_no,ifsc_code,cheque_bank_name_payment_out,branch_name_payment_out,cheque_amount_payment_out,utr_no_payment_out,company_bank_id_payment_out,status,id_advances,dealer_id,broker_id,advance_date,amount_advances,payment_mode_advances,utr_cheque_number,purpose,file_id_advances,recovery_status,amount_recovered,created_at_advances,updated_at_advances,deleted_at,ml_recommendation,customer_tenure_months,risk_score,loan_burden_score,advance_ratio,overdue_severity,recovery_percentage
400,40,202,FN-2025-00040,1692316800.0,Used Vehicle,Sanctioned,511,604.0,1692050400.0,1692828000.0,40,Jodhpur,Rajasthan,342001,individual,1691964000.0,40,400,LAN829088,500000,36,16428,9,Approved Area,5000,2855,0,11.25,1220,490925,5000,502855,1,115,400,16428,16428,0,0,UPI,1697155200.0,Bank,Missing,Missing,0,UTRIN7587246,1,40,400,490925,Cash,1692403200.0,Broker,511,604,1784914375,BANK0003763,ICICI Bank,Corporate Branch,490925,Missing,1,pending,40,511,604.0,1672617600.0,100000,imps,ADV744118,Bridge financing for trade-in,400,Partially Recovered,66497,1672700400.0,1672866000.0,0.0,Needs Manual Review,34,1,0.032856,0.2,0.0,66.497
400,40,202,FN-2025-00040,1692316800.0,Used Vehicle,Sanctioned,511,604.0,1692050400.0,1692828000.0,40,Jodhpur,Rajasthan,342001,individual,1691964000.0,40,400,LAN829088,500000,36,16428,9,Approved Area,5000,2855,0,11.25,1220,490925,5000,502855,1,116,400,16428,16428,0,0,NEFT,1699747200.0,Other,Missing,Missing,0,UTRIN7324623,1,40,400,490925,Cash,1692403200.0,Broker,511,604,1784914375,BANK0003763,ICICI Bank,Corporate Branch,490925,Missing,1,pending,40,511,604.0,1672617600.0,100000,imps,ADV744118,Bridge financing for trade-in,400,Partially Recovered,66497,1672700400.0,1672866000.0,0.0,Needs Manual Review,34,1,0.032856,0.2,0.0,66.497
400,40,202,FN-2025-00040,1692316800.0,Used Vehicle,Sanctioned,511,604.0,1692050400.0,1692828000.0,40,Jodhpur,Rajasthan,342001,individual,1691964000.0,40,400,LAN829088,500000,36,16428,9,Approved Area,5000,2855,0,11.25,1220,490925,5000,502855,1,117,400,16428,15607,821,0,UPI,1702339200.0,Customer,Missing,Missing,0,UTRIN6504465,1,40,400,490925,Cash,1692403200.0,Broker,511,604,1784914375,BANK0003763,ICICI Bank,Corporate Branch,490925,Missing,1,pending,40,511,604.0,1672617600.0,100000,imps,ADV744118,Bridge financing for trade-in,400,Partially Recovered,66497,1672700400.0,1672866000.0,0.0,Needs Manual Review,34,1,0.032856,0.2,0.04997565132700268,66.497
410,41,212,FN-2024-00041,1704153600.0,Used Vehicle,Sanctioned,518,616.0,1703836800.0,1704182400.0,41,Pune,Maharashtra,411001,business,1703750400.0,41,410,LAN557067,500000,60,12053,3,Central Area,5000,2276,200000,15.6,1365,491359,10000,502276,1,118,410,12053,12053,0,0,Cheque,1706400000.0,Insurer,Punjab National Bank,Main Branch,12053,Missing,1,41,410,491359,RTGS,1704240000.0,Broker,518,616,2148126752,BANK0009129,Missing,Missing,0,UTROUT3822234,1,completed,41,518,616.0,1672617600.0,20000,imps,ADV573285,RTO tax clearance advance,410,Fully Recovered,20000,1733083200.0,1730577600.0,0.0,Likely Approved,29,1,0.024106,0.04,0.0,100.0
410,41,212,FN-2024-00041,1704153600.0,Used Vehicle,Sanctioned,518,616.0,1703836800.0,1704182400.0,41,Pune,Maharashtra,411001,business,1703750400.0,41,410,LAN557067,500000,60,12053,3,Central Area,5000,2276,200000,15.6,1365,491359,10000,502276,1,119,410,12053,12053,0,0,Cheque,1708992000.0,Customer,Missing,Missing,0,UTRIN9275030,1,41,410,491359,RTGS,1704240000.0,Broker,518,616,2148126752,BANK0009129,Missing,Missing,0,UTROUT3822234,1,completed,41,518,616.0,1672617600.0,20000,imps,ADV573285,RTO tax clearance advance,410,Fully Recovered,20000,1733083200.0,1730577600.0,0.0,Likely Approved,29,1,0.024106,0.04,0.0,100.0
420,42,205,FN-2026-00042,1698364800.0,Used Vehicle,Cancelled,516,607.0,1698267600.0,1698440400.0,42,Bhopal,Madhya Pradesh,462001,business,1698181200.0,42,420,LAN343076,500000,36,17052,10,Approved Area,5000,4212,0,13.85,1441,489347,5000,504212,3,120,420,17052,17052,0,0,RTGS,1700784000.0,Other,Missing,Missing,0,UTRIN5279932,3,42,420,489347,DD,1698624000.0,Customer,516,607,8833654137,BANK0005186,Missing,Missing,0,UTROUT8526850,3,pending,42,516,607.0,1694390400.0,100000,cash,ADV846060,RTO tax clearance advance,420,Fully Recovered,100000,1691787600.0,1691874000.0,0.0,Needs Manual Review,31,1,0.034104,0.2,0.0,100.0
420,42,205,FN-2026-00042,1698364800.0,Used Vehicle,Cancelled,516,607.0,1698267600.0,1698440400.0,42,Bhopal,Madhya Pradesh,462001,business,1698181200.0,42,420,LAN343076,500000,36,17052,10,Approved Area,5000,4212,0,13.85,1441,489347,5000,504212,3,121,420,17052,17052,0,0,DD,1703376000.0,Customer,Missing,Missing,0,UTRIN4081050,3,42,420,489347,DD,1698624000.0,Customer,516,607,8833654137,BANK0005186,Missing,Missing,0,UTROUT8526850,3,pending,42,516,607.0,1694390400.0,100000,cash,ADV846060,RTO tax clearance advance,420,Fully Recovered,100000,1691787600.0,1691874000.0,0.0,Needs Manual Review,31,1,0.034104,0.2,0.0,100.0
430,43,203,FN-2026-00043,1701907200.0,Used Vehicle,Draft,508,611.0,1701979200.0,1702065600.0,43,Jaipur,Rajasthan,302001,business,1701892800.0,43,430,LAN593091,800000,72,17247,4,Central Area,8000,4937,0,15.76,1600,785463,10000,804937,3,122,430,17247,17247,0,0,NEFT,1704499200.0,Customer,Missing,Missing,0,UTRIN5274350,3,43,430,785463,DD,1702339200.0,Broker,508,0,1046300897,BANK0006880,ICICI Bank,Corporate Branch,785463,Missing,3,completed,43,508,611.0,1672617600.0,50000,upi,ADV461340,Dealer commission advance,430,Partially Recovered,28176,1672700400.0,1672866000.0,0.0,Needs Manual Review,30,2,0.02155875,0.0625,0.0,56.352000000000004
430,43,203,FN-2026-00043,1701907200.0,Used Vehicle,Draft,508,611.0,1701979200.0,1702065600.0,43,Jaipur,Rajasthan,302001,business,1701892800.0,43,430,LAN593091,800000,72,17247,4,Central Area,8000,4937,0,15.76,1600,785463,10000,804937,3,123,430,17247,17247,0,0,NEFT,1707091200.0,Insurer,Missing,Missing,0,UTRIN2025898,3,43,430,785463,DD,1702339200.0,Broker,508,0,1046300897,BANK0006880,ICICI Bank,Corporate Branch,785463,Missing,3,completed,43,508,611.0,1672617600.0,50000,upi,ADV461340,Dealer commission advance,430,Partially Recovered,28176,1672700400.0,1672866000.0,0.0,Needs Manual Review,30,2,0.02155875,0.0625,0.0,56.352000000000004
430,43,203,FN-2026-00043,1701907200.0,Used Vehicle,Draft,508,611.0,1701979200.0,1702065600.0,43,Jaipur,Rajasthan,302001,business,1701892800.0,43,430,LAN593091,800000,72,17247,4,Central Area,8000,4937,0,15.76,1600,785463,10000,804937,3,124,430,17247,15462,1785,0,UPI,1709683200.0,Customer,Punjab National Bank,Main Branch,15462,Missing,3,43,430,785463,DD,1702339200.0,Broker,508,0,1046300897,BANK0006880,ICICI Bank,Corporate Branch,785463,Missing,3,completed,43,508,611.0,1672617600.0,50000,upi,ADV461340,Dealer commission advance,430,Partially Recovered,28176,1672700400.0,1672866000.0,0.0,Needs Manual Review,30,2,0.02155875,0.0625,0.10349626021916855,56.352000000000004
440,44,208,FN-2025-00044,1687132800.0,Used Vehicle,Draft,510,606.0,1687208400.0,1687986000.0,44,Surat,Gujarat,395003,business,1687122000.0,44,440,LAN180790,300000,36,10386,5,Rejected Area,3000,1732,0,14.91,4374,290894,0,301732,2,125,440,10386,0,10386,0,DD,1689724800.0,Bank,HDFC Bank,Main Branch,0,Missing,2,44,440,290894,RTGS,1687564800.0,Broker,510,606,6263029293,BANK0003241,Axis Bank,Corporate Branch,290894,Missing,2,pending,44,510,606.0,1680825600.0,50000,upi,ADV231094,Short term vehicle modification,440,Not Recovered,0,1678215600.0,1675882800.0,0.0,Likely Approved,36,3,0.03462,0.16666666666666666,1.0,0.0
440,44,208,FN-2025-00044,1687132800.0,Used Vehicle,Draft,510,606.0,1687208400.0,1687986000.0,44,Surat,Gujarat,395003,business,1687122000.0,44,440,LAN180790,300000,36,10386,5,Rejected Area,3000,1732,0,14.91,4374,290894,0,301732,2,126,440,10386,0,10386,0,DD,1692316800.0,Customer,Missing,Missing,0,UTRIN2170110,2,44,440,290894,RTGS,1687564800.0,Broker,510,606,6263029293,BANK0003241,Axis Bank,Corporate Branch,290894,Missing,2,pending,44,510,606.0,1680825600.0,50000,upi,ADV231094,Short term vehicle modification,440,Not Recovered,0,1678215600.0,1675882800.0,0.0,Likely Approved,36,3,0.03462,0.16666666666666666,1.0,0.0
440,44,208,FN-2025-00044,1687132800.0,Used Vehicle,Draft,510,606.0,1687208400.0,1687986000.0,44,Surat,Gujarat,395003,business,1687122000.0,44,440,LAN180790,300000,36,10386,5,Rejected Area,3000,1732,0,14.91,4374,290894,0,301732,2,127,440,10386,0,10386,0,Cheque,1694908800.0,Bank,Missing,Missing,0,Missing,2,44,440,290894,RTGS,1687564800.0,Broker,510,606,6263029293,BANK0003241,Axis Bank,Corporate Branch,290894,Missing,2,pending,44,510,606.0,1680825600.0,50000,upi,ADV231094,Short term vehicle modification,440,Not Recovered,0,1678215600.0,1675882800.0,0.0,Likely Approved,36,3,0.03462,0.16666666666666666,1.0,0.0
440,44,208,FN-2025-00044,1687132800.0,Used Vehicle,Draft,510,606.0,1687208400.0,1687986000.0,44,Surat,Gujarat,395003,business,1687122000.0,44,440,LAN180790,300000,36,10386,5,Rejected Area,3000,1732,0,14.91,4374,290894,0,301732,2,128,440,10386,0,10386,0,NEFT,1697500800.0,Insurer,Missing,Missing,0,UTRIN1668300,2,44,440,290894,RTGS,1687564800.0,Broker,510,606,6263029293,BANK0003241,Axis Bank,Corporate Branch,290894,Missing,2,pending,44,510,606.0,1680825600.0,50000,upi,ADV231094,Short term vehicle modification,440,Not Recovered,0,1678215600.0,1675882800.0,0.0,Likely Approved,36,3,0.03462,0.16666666666666666,1.0,0.0
450,45,214,FN-2026-00045,1674864000.0,New Vehicle,Completed,514,611.0,1674640800.0,1674900000.0,45,Indore,Madhya Pradesh,452001,individual,1674554400.0,45,450,LAN680322,300000,60,7067,3,Approved Area,3000,1765,0,14.56,2012,293223,0,301765,2,129,450,7067,7067,0,0,Cash,1677196800.0,Other,Missing,Missing,0,Missing,2,45,450,293223,DD,1675036800.0,Broker,514,0,8250825687,BANK0003833,HDFC Bank,Corporate Branch,293223,Missing,2,completed,45,514,611.0,1693612800.0,20000,neft,ADV680674,Short term vehicle modification,450,Fully Recovered,20000,1691010000.0,1696366800.0,0.0,Likely Approved,41,0,0.023556666666666667,0.06666666666666667,0.0,100.0
450,45,214,FN-2026-00045,1674864000.0,New Vehicle,Completed,514,611.0,1674640800.0,1674900000.0,45,Indore,Madhya Pradesh,452001,individual,1674554400.0,45,450,LAN680322,300000,60,7067,3,Approved Area,3000,1765,0,14.56,2012,293223,0,301765,2,130,450,7067,7067,0,0,Cheque,1679788800.0,Customer,Missing,Missing,0,UTRIN5098427,2,45,450,293223,DD,1675036800.0,Broker,514,0,8250825687,BANK0003833,HDFC Bank,Corporate Branch,293223,Missing,2,completed,45,514,611.0,1693612800.0,20000,neft,ADV680674,Short term vehicle modification,450,Fully Recovered,20000,1691010000.0,1696366800.0,0.0,Likely Approved,41,0,0.023556666666666667,0.06666666666666667,0.0,100.0
450,45,214,FN-2026-00045,1674864000.0,New Vehicle,Completed,514,611.0,1674640800.0,1674900000.0,45,Indore,Madhya Pradesh,452001,individual,1674554400.0,45,450,LAN680322,300000,60,7067,3,Approved Area,3000,1765,0,14.56,2012,293223,0,301765,2,131,450,7067,7067,0,0,Cheque,1682380800.0,Bank,Missing,Missing,0,Missing,2,45,450,293223,DD,1675036800.0,Broker,514,0,8250825687,BANK0003833,HDFC Bank,Corporate Branch,293223,Missing,2,completed,45,514,611.0,1693612800.0,20000,neft,ADV680674,Short term vehicle modification,450,Fully Recovered,20000,1691010000.0,1696366800.0,0.0,Likely Approved,41,0,0.023556666666666667,0.06666666666666667,0.0,100.0
450,45,214,FN-2026-00045,1674864000.0,New Vehicle,Completed,514,611.0,1674640800.0,1674900000.0,45,Indore,Madhya Pradesh,452001,individual,1674554400.0,45,450,LAN680322,300000,60,7067,3,Approved Area,3000,1765,0,14.56,2012,293223,0,301765,2,132,450,7067,7067,0,0,NEFT,1684972800.0,Other,Missing,Missing,0,UTRIN7945843,2,45,450,293223,DD,1675036800.0,Broker,514,0,8250825687,BANK0003833,HDFC Bank,Corporate Branch,293223,Missing,2,completed,45,514,611.0,1693612800.0,20000,neft,ADV680674,Short term vehicle modification,450,Fully Recovered,20000,1691010000.0,1696366800.0,0.0,Likely Approved,41,0,0.023556666666666667,0.06666666666666667,0.0,100.0
460,46,214,FN-2026-00046,1683936000.0,Renewal,Disbursed,517,618.0,1683925200.0,1684616400.0,46,Jodhpur,Rajasthan,342001,business,1683838800.0,46,460,LAN996959,300000,48,8327,9,Approved Area,3000,3051,0,14.86,4132,289817,0,303051,2,133,460,8327,8327,0,0,NEFT,1686441600.0,Customer,State Bank of India,Main Branch,8327,Missing,2,46,460,289817,RTGS,1684281600.0,Other,517,618,2143407986,BANK0001198,Missing,Missing,0,UTROUT1053903,2,pending,46,517,618.0,1672617600.0,100000,upi,ADV674032,Short term vehicle modification,460,Partially Recovered,46271,1672700400.0,1672866000.0,0.0,Likely Approved,37,0,0.027756666666666666,0.3333333333333333,0.0,46.271
460,46,214,FN-2026-00046,1683936000.0,Renewal,Disbursed,517,618.0,1683925200.0,1684616400.0,46,Jodhpur,Rajasthan,342001,business,1683838800.0,46,460,LAN996959,300000,48,8327,9,Approved Area,3000,3051,0,14.86,4132,289817,0,303051,2,134,460,8327,8327,0,0,NEFT,1689033600.0,Insurer,Missing,Missing,0,UTRIN7442888,2,46,460,289817,RTGS,1684281600.0,Other,517,618,2143407986,BANK0001198,Missing,Missing,0,UTROUT1053903,2,pending,46,517,618.0,1672617600.0,100000,upi,ADV674032,Short term vehicle modification,460,Partially Recovered,46271,1672700400.0,1672866000.0,0.0,Likely Approved,37,0,0.027756666666666666,0.3333333333333333,0.0,46.271
460,46,214,FN-2026-00046,1683936000.0,Renewal,Disbursed,517,618.0,1683925200.0,1684616400.0,46,Jodhpur,Rajasthan,342001,business,1683838800.0,46,460,LAN996959,300000,48,8327,9,Approved Area,3000,3051,0,14.86,4132,289817,0,303051,2,135,460,8327,7023,1304,0,DD,1691625600.0,Customer,Missing,Missing,0,UTRIN4690048,2,46,460,289817,RTGS,1684281600.0,Other,517,618,2143407986,BANK0001198,Missing,Missing,0,UTROUT1053903,2,pending,46,517,618.0,1672617600.0,100000,upi,ADV674032,Short term vehicle modification,460,Partially Recovered,46271,1672700400.0,1672866000.0,0.0,Likely Approved,37,0,0.027756666666666666,0.3333333333333333,0.1565990152515912,46.271
460,46,214,FN-2026-00046,1683936000.0,Renewal,Disbursed,517,618.0,1683925200.0,1684616400.0,46,Jodhpur,Rajasthan,342001,business,1683838800.0,46,460,LAN996959,300000,48,8327,9,Approved Area,3000,3051,0,14.86,4132,289817,0,303051,2,136,460,8327,8327,0,0,UPI,1694217600.0,Other,Missing,Missing,0,UTRIN1108971,2,46,460,289817,RTGS,1684281600.0,Other,517,618,2143407986,BANK0001198,Missing,Missing,0,UTROUT1053903,2,pending,46,517,618.0,1672617600.0,100000,upi,ADV674032,Short term vehicle modification,460,Partially Recovered,46271,1672700400.0,1672866000.0,0.0,Likely Approved,37,0,0.027756666666666666,0.3333333333333333,0.0,46.271
470,47,205,FN-2025-00047,1673568000.0,Renewal,Login,512,613.0,1673643600.0,1673816400.0,47,Ahmedabad,Gujarat,380001,individual,1673557200.0,47,470,LAN241504,300000,48,7585,3,Approved Area,3000,1990,0,9.84,4988,290022,5000,301990,3,137,470,7585,7585,0,0,Cheque,1676160000.0,Other,Missing,Missing,0,UTRIN8659445,3,47,470,290022,NEFT,1674000000.0,Other,512,613,9098746608,BANK0008892,Punjab National Bank,Corporate Branch,290022,Missing,3,pending,47,512,613.0,1672617600.0,20000,cash,ADV755305,Short term vehicle modification,470,Partially Recovered,7247,1672700400.0,1672866000.0,0.0,Likely Approved,41,0,0.025283333333333335,0.06666666666666667,0.0,36.235
470,47,205,FN-2025-00047,1673568000.0,Renewal,Login,512,613.0,1673643600.0,1673816400.0,47,Ahmedabad,Gujarat,380001,individual,1673557200.0,47,470,LAN241504,300000,48,7585,3,Approved Area,3000,1990,0,9.84,4988,290022,5000,301990,3,138,470,7585,7585,0,0,NEFT,1678752000.0,Other,Missing,Missing,0,UTRIN8569000,3,47,470,290022,NEFT,1674000000.0,Other,512,613,9098746608,BANK0008892,Punjab National Bank,Corporate Branch,290022,Missing,3,pending,47,512,613.0,1672617600.0,20000,cash,ADV755305,Short term vehicle modification,470,Partially Recovered,7247,1672700400.0,1672866000.0,0.0,Likely Approved,41,0,0.025283333333333335,0.06666666666666667,0.0,36.235
470,47,205,FN-2025-00047,1673568000.0,Renewal,Login,512,613.0,1673643600.0,1673816400.0,47,Ahmedabad,Gujarat,380001,individual,1673557200.0,47,470,LAN241504,300000,48,7585,3,Approved Area,3000,1990,0,9.84,4988,290022,5000,301990,3,139,470,7585,6423,1162,0,NEFT,1681344000.0,Other,Missing,Missing,0,UTRIN4121703,3,47,470,290022,NEFT,1674000000.0,Other,512,613,9098746608,BANK0008892,Punjab National Bank,Corporate Branch,290022,Missing,3,pending,47,512,613.0,1672617600.0,20000,cash,ADV755305,Short term vehicle modification,470,Partially Recovered,7247,1672700400.0,1672866000.0,0.0,Likely Approved,41,0,0.025283333333333335,0.06666666666666667,0.15319709953856295,36.235
480,48,207,FN-2025-00048,1692144000.0,New Vehicle,Under Process,510,619.0,1692061200.0,1692147600.0,48,Rajkot,Gujarat,360001,individual,1691974800.0,48,480,LAN921200,1200000,60,27144,8,Central Area,12000,1450,0,12.74,2033,1184517,0,1201450,3,140,480,27144,26294,850,0,RTGS,1694649600.0,Other,Missing,Missing,0,UTRIN8105112,3,48,480,1184517,DD,1692489600.0,Dealer,510,619,8413598907,BANK0004841,Missing,Missing,0,UTROUT6390302,3,pending,48,510,619.0,1672617600.0,50000,imps,ADV807969,Short term vehicle modification,480,Partially Recovered,22815,1672700400.0,1672866000.0,0.0,Needs Manual Review,34,2,0.02262,0.041666666666666664,0.03131447096964338,45.629999999999995
480,48,207,FN-2025-00048,1692144000.0,New Vehicle,Under Process,510,619.0,1692061200.0,1692147600.0,48,Rajkot,Gujarat,360001,individual,1691974800.0,48,480,LAN921200,1200000,60,27144,8,Central Area,12000,1450,0,12.74,2033,1184517,0,1201450,3,141,480,27144,27144,0,0,DD,1697241600.0,Customer,Axis Bank,Main Branch,27144,Missing,3,48,480,1184517,DD,1692489600.0,Dealer,510,619,8413598907,BANK0004841,Missing,Missing,0,UTROUT6390302,3,pending,48,510,619.0,1672617600.0,50000,imps,ADV807969,Short term vehicle modification,480,Partially Recovered,22815,1672700400.0,1672866000.0,0.0,Needs Manual Review,34,2,0.02262,0.041666666666666664,0.0,45.629999999999995
490,49,205,FN-2024-00049,1677974400.0,Renewal,Completed,502,612.0,1677679200.0,1678370400.0,49,Nagpur,Maharashtra,440001,business,1677592800.0,49,490,LAN735448,800000,36,25802,7,Central Area,8000,2176,0,9.97,3774,786050,10000,802176,2,142,490,25802,25802,0,0,Cash,1680220800.0,Customer,Missing,Missing,0,UTRIN4006157,2,49,490,786050,RTGS,1678060800.0,Other,502,612,9729526960,BANK0004610,Axis Bank,Corporate Branch,786050,Missing,2,pending,49,502,612.0,1672617600.0,20000,neft,ADV563259,Short term vehicle modification,490,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,Needs Manual Review,39,2,0.0322525,0.025,0.0,100.0
490,49,205,FN-2024-00049,1677974400.0,Renewal,Completed,502,612.0,1677679200.0,1678370400.0,49,Nagpur,Maharashtra,440001,business,1677592800.0,49,490,LAN735448,800000,36,25802,7,Central Area,8000,2176,0,9.97,3774,786050,10000,802176,2,143,490,25802,25802,0,0,UPI,1682812800.0,Customer,Missing,Missing,0,Missing,2,49,490,786050,RTGS,1678060800.0,Other,502,612,9729526960,BANK0004610,Axis Bank,Corporate Branch,786050,Missing,2,pending,49,502,612.0,1672617600.0,20000,neft,ADV563259,Short term vehicle modification,490,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,Needs Manual Review,39,2,0.0322525,0.025,0.0,100.0
500,50,205,FN-2024-00050,1702512000.0,New Vehicle,Draft,517,617.0,1702450800.0,1702969200.0,50,Jodhpur,Rajasthan,342001,individual,1702364400.0,50,500,LAN810436,300000,72,6077,12,Central Area,3000,3150,0,13.35,3822,290028,10000,303150,3,144,500,6077,6077,0,0,Cheque,1705017600.0,Insurer,Missing,Missing,0,UTRIN6934489,3,50,500,290028,RTGS,1702857600.0,Dealer,517,617,2835415852,BANK0005992,Missing,Missing,0,UTROUT9199507,3,pending,50,517,617.0,1672617600.0,100000,rtgs,ADV966024,RTO tax clearance advance,500,Fully Recovered,100000,1672700400.0,1672866000.0,0.0,Likely Approved,30,0,0.020256666666666666,0.3333333333333333,0.0,100.0
500,50,205,FN-2024-00050,1702512000.0,New Vehicle,Draft,517,617.0,1702450800.0,1702969200.0,50,Jodhpur,Rajasthan,342001,individual,1702364400.0,50,500,LAN810436,300000,72,6077,12,Central Area,3000,3150,0,13.35,3822,290028,10000,303150,3,145,500,6077,6077,0,0,Cheque,1707609600.0,Bank,State Bank of India,Main Branch,6077,Missing,3,50,500,290028,RTGS,1702857600.0,Dealer,517,617,2835415852,BANK0005992,Missing,Missing,0,UTROUT9199507,3,pending,50,517,617.0,1672617600.0,100000,rtgs,ADV966024,RTO tax clearance advance,500,Fully Recovered,100000,1672700400.0,1672866000.0,0.0,Likely Approved,30,0,0.020256666666666666,0.3333333333333333,0.0,100.0
510,51,207,FN-2026-00051,1692662400.0,Used Vehicle,Login,505,619.0,1692702000.0,1693393200.0,51,Jaipur,Rajasthan,302001,individual,1692615600.0,51,510,LAN471128,300000,72,6304,9,Rejected Area,3000,1683,0,14.76,4121,291196,5000,301683,1,146,510,6304,356,5948,0,Cash,1695254400.0,Customer,Missing,Missing,0,UTRIN3115310,1,51,510,291196,UPI,1693094400.0,Other,505,619,4165559286,BANK0005810,HDFC Bank,Corporate Branch,291196,Missing,1,pending,51,505,619.0,1686268800.0,50000,neft,ADV451587,Dealer commission advance,510,Not Recovered,0,1683669600.0,1683756000.0,0.0,Likely Approved,34,2,0.021013333333333332,0.16666666666666666,0.9435279187817259,0.0
510,51,207,FN-2026-00051,1692662400.0,Used Vehicle,Login,505,619.0,1692702000.0,1693393200.0,51,Jaipur,Rajasthan,302001,individual,1692615600.0,51,510,LAN471128,300000,72,6304,9,Rejected Area,3000,1683,0,14.76,4121,291196,5000,301683,1,147,510,6304,0,6304,0,RTGS,1697846400.0,Other,Missing,Missing,0,UTRIN2921569,1,51,510,291196,UPI,1693094400.0,Other,505,619,4165559286,BANK0005810,HDFC Bank,Corporate Branch,291196,Missing,1,pending,51,505,619.0,1686268800.0,50000,neft,ADV451587,Dealer commission advance,510,Not Recovered,0,1683669600.0,1683756000.0,0.0,Likely Approved,34,2,0.021013333333333332,0.16666666666666666,1.0,0.0
510,51,207,FN-2026-00051,1692662400.0,Used Vehicle,Login,505,619.0,1692702000.0,1693393200.0,51,Jaipur,Rajasthan,302001,individual,1692615600.0,51,510,LAN471128,300000,72,6304,9,Rejected Area,3000,1683,0,14.76,4121,291196,5000,301683,1,148,510,6304,1118,5186,0,DD,1700438400.0,Insurer,Missing,Missing,0,UTRIN3719631,1,51,510,291196,UPI,1693094400.0,Other,505,619,4165559286,BANK0005810,HDFC Bank,Corporate Branch,291196,Missing,1,pending,51,505,619.0,1686268800.0,50000,neft,ADV451587,Dealer commission advance,510,Not Recovered,0,1683669600.0,1683756000.0,0.0,Likely Approved,34,2,0.021013333333333332,0.16666666666666666,0.8226522842639594,0.0
520,52,205,FN-2026-00052,1696809600.0,New Vehicle,Under Process,503,616.0,1696708800.0,1697400000.0,52,Mumbai,Maharashtra,400001,individual,1696622400.0,52,520,LAN943934,300000,36,9814,10,Pending Area,3000,4448,0,10.95,2444,290108,0,304448,3,149,520,9814,5891,3923,0,RTGS,1699228800.0,Insurer,Missing,Missing,0,UTRIN1102663,3,52,520,290108,Cash,1697068800.0,Customer,503,616,7539303689,BANK0005518,HDFC Bank,Corporate Branch,290108,Missing,3,completed,52,503,616.0,1672617600.0,80000,upi,ADV308061,Bridge financing for trade-in,520,Partially Recovered,39561,1672700400.0,1672866000.0,0.0,Likely Approved,32,0,0.03271333333333333,0.26666666666666666,0.3997350723456287,49.45125
520,52,205,FN-2026-00052,1696809600.0,New Vehicle,Under Process,503,616.0,1696708800.0,1697400000.0,52,Mumbai,Maharashtra,400001,individual,1696622400.0,52,520,LAN943934,300000,36,9814,10,Pending Area,3000,4448,0,10.95,2444,290108,0,304448,3,150,520,9814,8073,1741,0,UPI,1701820800.0,Other,Axis Bank,Main Branch,8073,Missing,3,52,520,290108,Cash,1697068800.0,Customer,503,616,7539303689,BANK0005518,HDFC Bank,Corporate Branch,290108,Missing,3,completed,52,503,616.0,1672617600.0,80000,upi,ADV308061,Bridge financing for trade-in,520,Partially Recovered,39561,1672700400.0,1672866000.0,0.0,Likely Approved,32,0,0.03271333333333333,0.26666666666666666,0.17739963317709395,49.45125
530,53,211,FN-2024-00053,1679443200.0,New Vehicle,Draft,505,619.0,1679166000.0,1679684400.0,53,Ahmedabad,Gujarat,380001,individual,1679079600.0,53,530,LAN532446,300000,72,5885,6,Central Area,3000,2995,0,12.13,1627,292378,0,302995,1,151,530,5885,0,5885,0,Cash,1681689600.0,Other,Missing,Missing,0,Missing,1,53,530,292378,Cheque,1679529600.0,Other,505,619,2611370734,BANK0009883,Missing,Missing,0,UTROUT8572769,1,completed,53,505,619.0,1675468800.0,20000,imps,ADV714228,Dealer commission advance,530,Not Recovered,0,1672873200.0,1672959600.0,0.0,Likely Approved,39,2,0.019616666666666668,0.06666666666666667,1.0,0.0
530,53,211,FN-2024-00053,1679443200.0,New Vehicle,Draft,505,619.0,1679166000.0,1679684400.0,53,Ahmedabad,Gujarat,380001,individual,1679079600.0,53,530,LAN532446,300000,72,5885,6,Central Area,3000,2995,0,12.13,1627,292378,0,302995,1,152,530,5885,0,5885,0,UPI,1684281600.0,Customer,Missing,Missing,0,UTRIN3867507,1,53,530,292378,Cheque,1679529600.0,Other,505,619,2611370734,BANK0009883,Missing,Missing,0,UTROUT8572769,1,completed,53,505,619.0,1675468800.0,20000,imps,ADV714228,Dealer commission advance,530,Not Recovered,0,1672873200.0,1672959600.0,0.0,Likely Approved,39,2,0.019616666666666668,0.06666666666666667,1.0,0.0
